customer_id,first_name,last_name,age,gender,email,phone,province,city,income_category,employment_status,primary_account,accounts,products,credit_score,tenure_months,join_date
SA010598,Lance,Pena,80,Female,lance.pena@outlook.com,+27893163996,Gauteng,Soweto,Middle (R350k-R600k),Full-time,Vehicle Finance,"Home Loan, Vehicle Finance","Personal Loan, Investment Portfolio",608,96,2016-02-11
SA010599,Rebecca,Cunningham,80,Male,rebecca.cunningham@outlook.com,+27603593123,Limpopo,Tzaneen,Middle (R350k-R600k),Full-time,Cheque,"Investment, Credit, Cheque","Vehicle Insurance, Home Insurance, Life Insurance",727,103,2015-07-16
SA010600,Joseph,Michael,47,Female,joseph.michael@yahoo.com,+27848266453,Gauteng,Pretoria,Middle (R350k-R600k),Full-time,Investment,Investment,"Overdraft Facility, Personal Loan, Home Insurance",664,82,2017-04-06
SA010601,Maurice,Wood,47,Male,maurice.wood@gmail.com,+27701525516,KwaZulu-Natal,Richards Bay,Low (<R100k),Unemployed,Cheque,"Credit, Savings, Investment, Cheque","Credit Card, Home Insurance, Overdraft Facility, Vehicle Insurance",304,55,2019-06-25
SA010602,Marissa,Powell,23,Male,marissa.powell@outlook.com,+27748041764,Gauteng,Centurion,Low (<R100k),Unemployed,Vehicle Finance,"Vehicle Finance, Investment","Investment Portfolio, Vehicle Insurance",300,213,2006-07-03
SA010603,Lisa,Long,30,Female,lisa.long@outlook.com,+27853695916,Mpumalanga,Middelburg,Lower-Middle (R100k-R350k),Full-time,Investment,"Credit, Investment, Vehicle Finance, Savings",Savings Plan,705,20,2022-05-10
SA010604,Michelle,Wood,18,Male,michelle.wood@yahoo.com,+27637818036,Mpumalanga,Witbank,Lower-Middle (R100k-R350k),Full-time,Vehicle Finance,Vehicle Finance,"Vehicle Insurance, Personal Loan, Overdraft Facility, Savings Plan",395,116,2014-06-21
SA010605,David,Smith,44,Male,david.smith@gmail.com,+27811241105,Eastern Cape,East London,Lower-Middle (R100k-R350k),Self-employed,Investment,Investment,Overdraft Facility,471,78,2017-08-04
SA010606,Bobby,Hunter,59,Female,bobby.hunter@outlook.com,+27739777333,KwaZulu-Natal,Newcastle,Lower-Middle (R100k-R350k),Full-time,Credit,"Investment, Savings, Cheque, Credit","Credit Card, Home Insurance",410,96,2016-02-11
SA010607,Maria,Hendrix,72,Female,maria.hendrix@gmail.com,+27622741677,Eastern Cape,Queenstown,High (>R1.2M),Self-employed,Savings,Savings,"Vehicle Insurance, Savings Plan, Life Insurance, Investment Portfolio",822,27,2021-10-12
SA010608,Barbara,Mccann,55,Male,barbara.mccann@yahoo.com,+27777393458,Eastern Cape,Grahamstown,Low (<R100k),Retired,Credit,Credit,"Credit Card, Personal Loan",539,90,2016-08-09
SA010609,Tracy,Young,78,Female,tracy.young@outlook.com,+27686157260,Limpopo,Mokopane,Lower-Middle (R100k-R350k),Full-time,Cheque,"Credit, Cheque, Savings",Savings Plan,300,9,2023-04-05
SA010610,Michael,Morrison,39,Male,michael.morrison@yahoo.com,+27667598776,Mpumalanga,Middelburg,Low (<R100k),Full-time,Cheque,"Home Loan, Credit, Cheque",Home Insurance,644,100,2015-10-14
SA010611,Robert,Davis,45,Male,robert.davis@outlook.com,+27787576872,Gauteng,Pretoria,Middle (R350k-R600k),Full-time,Investment,"Vehicle Finance, Investment, Cheque",,534,53,2019-08-24
SA010612,Alan,Phillips,67,Male,alan.phillips@gmail.com,+27787415688,Gauteng,Benoni,High (>R1.2M),Self-employed,Vehicle Finance,Vehicle Finance,Life Insurance,842,117,2014-05-22
SA010613,Susan,Mayo,37,Male,susan.mayo@yahoo.com,+27845370124,KwaZulu-Natal,Pietermaritzburg,Middle (R350k-R600k),Student,Investment,"Investment, Savings","Vehicle Insurance, Life Insurance, Investment Portfolio",586,161,2010-10-10
SA010614,Pamela,Brown,25,Male,pamela.brown@gmail.com,+27629292055,Gauteng,Soweto,Upper-Middle (R600k-R1.2M),Full-time,Credit,"Cheque, Credit, Savings","Vehicle Insurance, Overdraft Facility, Savings Plan, Life Insurance",657,204,2007-03-30
SA010615,Stephanie,Potts,42,Female,stephanie.potts@gmail.com,+27691170125,Eastern Cape,Grahamstown,Middle (R350k-R600k),Student,Vehicle Finance,"Vehicle Finance, Home Loan, Savings","Personal Loan, Vehicle Insurance",649,88,2016-10-08
SA010616,Ashley,Neal,51,Female,ashley.neal@outlook.com,+27609690512,Mpumalanga,Witbank,Middle (R350k-R600k),Full-time,Vehicle Finance,"Cheque, Vehicle Finance",Vehicle Insurance,757,30,2021-07-14
SA010617,William,Johns,64,Male,william.johns@gmail.com,+27715937884,Western Cape,Paarl,Lower-Middle (R100k-R350k),Full-time,Vehicle Finance,"Credit, Vehicle Finance","Investment Portfolio, Life Insurance",380,237,2004-07-13
SA010618,Michael,Olson,24,Female,michael.olson@yahoo.com,+27738485284,Gauteng,Pretoria,High (>R1.2M),Full-time,Investment,"Vehicle Finance, Investment",Savings Plan,704,160,2010-11-09
SA010619,Karen,Castro,41,Male,karen.castro@yahoo.com,+27787875441,KwaZulu-Natal,Durban,High (>R1.2M),Full-time,Vehicle Finance,Vehicle Finance,Home Insurance,621,102,2015-08-15
SA010620,Michelle,Lane,40,Male,michelle.lane@yahoo.com,+27631161614,Gauteng,Soweto,Lower-Middle (R100k-R350k),Self-employed,Savings,Savings,"Vehicle Insurance, Life Insurance, Home Insurance",560,55,2019-06-25
SA010621,Elizabeth,Lloyd,56,Male,elizabeth.lloyd@outlook.com,+27792255341,KwaZulu-Natal,Durban,Middle (R350k-R600k),Full-time,Credit,"Vehicle Finance, Credit",,748,82,2017-04-06
SA010622,Elizabeth,Hopkins,49,Female,elizabeth.hopkins@gmail.com,+27743871248,Gauteng,Soweto,Lower-Middle (R100k-R350k),Full-time,Home Loan,"Home Loan, Credit","Personal Loan, Life Insurance, Home Insurance",300,148,2011-11-04
SA010623,Mary,Clayton,26,Female,mary.clayton@gmail.com,+27701273003,Gauteng,Benoni,High (>R1.2M),Full-time,Savings,Savings,Vehicle Insurance,712,186,2008-09-20
SA010624,Jennifer,Nichols,53,Female,jennifer.nichols@outlook.com,+27749276815,KwaZulu-Natal,Durban,Lower-Middle (R100k-R350k),Full-time,Savings,"Savings, Investment, Vehicle Finance","Credit Card, Vehicle Insurance, Overdraft Facility, Personal Loan, Savings Plan",300,58,2019-03-27
SA010625,Eric,Robinson,64,Female,eric.robinson@outlook.com,+27871880652,Limpopo,Mokopane,High (>R1.2M),Full-time,Savings,Savings,"Credit Card, Home Insurance",686,13,2022-12-06
SA010626,Vanessa,Nunez,62,Male,vanessa.nunez@gmail.com,+27703483052,Mpumalanga,Ermelo,Lower-Middle (R100k-R350k),Full-time,Savings,"Credit, Vehicle Finance, Savings","Investment Portfolio, Home Insurance",446,136,2012-10-29
SA010627,Timothy,Montgomery,67,Female,timothy.montgomery@outlook.com,+27626922519,Gauteng,Soweto,Upper-Middle (R600k-R1.2M),Full-time,Cheque,"Cheque, Vehicle Finance","Overdraft Facility, Credit Card",733,20,2022-05-10
SA010628,Tyler,Gill,42,Male,tyler.gill@outlook.com,+27849852408,KwaZulu-Natal,Newcastle,Low (<R100k),Full-time,Vehicle Finance,"Investment, Vehicle Finance",Savings Plan,392,168,2010-03-14
SA010629,David,Davidson,42,Female,david.davidson@yahoo.com,+27662151576,North West,Brits,Low (<R100k),Full-time,Cheque,Cheque,"Vehicle Insurance, Savings Plan",627,223,2005-09-06
SA010630,Erica,Sanchez,25,Male,erica.sanchez@gmail.com,+27759906779,Gauteng,Centurion,Low (<R100k),Full-time,Investment,"Investment, Savings","Savings Plan, Personal Loan",497,91,2016-07-10
SA010631,April,Evans,46,Female,april.evans@outlook.com,+27898089856,Western Cape,Cape Town,Middle (R350k-R600k),Full-time,Cheque,Cheque,"Credit Card, Personal Loan",687,46,2020-03-21
SA010632,Steven,Perez,61,Male,steven.perez@gmail.com,+27881598744,Eastern Cape,Port Elizabeth,Low (<R100k),Part-time,Cheque,"Cheque, Savings","Credit Card, Personal Loan",444,71,2018-03-02
SA010633,Gabriela,Miller,32,Female,gabriela.miller@yahoo.com,+27805831713,KwaZulu-Natal,Pietermaritzburg,Middle (R350k-R600k),Part-time,Investment,"Investment, Savings","Life Insurance, Vehicle Insurance, Home Insurance",717,48,2020-01-21
SA010634,Reginald,Stewart,61,Male,reginald.stewart@gmail.com,+27608962478,Gauteng,Soweto,High (>R1.2M),Part-time,Cheque,"Savings, Cheque","Savings Plan, Life Insurance, Investment Portfolio",640,226,2005-06-08
SA010635,Amanda,Fitzpatrick,18,Female,amanda.fitzpatrick@gmail.com,+27785876441,North West,Mahikeng,Low (<R100k),Full-time,Home Loan,"Home Loan, Vehicle Finance, Cheque","Overdraft Facility, Life Insurance, Savings Plan",310,199,2007-08-27
SA010636,Patricia,Morris,40,Female,patricia.morris@gmail.com,+27866916088,Eastern Cape,Mthatha,Lower-Middle (R100k-R350k),Full-time,Investment,Investment,"Home Insurance, Life Insurance",475,29,2021-08-13
SA010637,Daniel,Evans,72,Male,daniel.evans@gmail.com,+27678226291,Eastern Cape,East London,Lower-Middle (R100k-R350k),Full-time,Vehicle Finance,Vehicle Finance,Overdraft Facility,524,50,2019-11-22
SA010638,Brandon,Johnson,79,Male,brandon.johnson@yahoo.com,+27788001036,Western Cape,George,High (>R1.2M),Full-time,Investment,"Investment, Vehicle Finance, Cheque","Credit Card, Overdraft Facility",822,149,2011-10-05
SA010639,Erika,Torres,47,Female,erika.torres@outlook.com,+27648823508,Western Cape,Cape Town,Lower-Middle (R100k-R350k),Full-time,Home Loan,"Home Loan, Investment",Overdraft Facility,535,78,2017-08-04
SA010640,Nicole,Vega,20,Male,nicole.vega@yahoo.com,+27691085400,Western Cape,Worcester,Low (<R100k),Unemployed,Vehicle Finance,"Vehicle Finance, Savings","Home Insurance, Personal Loan, Savings Plan",364,65,2018-08-29
SA010641,Travis,Rojas,35,Male,travis.rojas@gmail.com,+27694671824,Northern Cape,Upington,Lower-Middle (R100k-R350k),Full-time,Investment,Investment,Vehicle Insurance,678,208,2006-11-30
SA010642,Daniel,Carter,75,Female,daniel.carter@outlook.com,+27736410314,Mpumalanga,Ermelo,Lower-Middle (R100k-R350k),Full-time,Cheque,"Cheque, Vehicle Finance, Investment",,558,107,2015-03-18
SA010643,William,Thompson,54,Female,william.thompson@yahoo.com,+27633325487,KwaZulu-Natal,Richards Bay,Middle (R350k-R600k),Full-time,Investment,"Vehicle Finance, Investment","Overdraft Facility, Personal Loan, Investment Portfolio, Credit Card",644,120,2014-02-21
SA010644,Cynthia,Martinez,79,Female,cynthia.martinez@yahoo.com,+27855070918,Gauteng,Pretoria,Middle (R350k-R600k),Full-time,Cheque,"Investment, Cheque","Overdraft Facility, Credit Card",743,14,2022-11-06
SA010645,Kelsey,Duncan,66,Female,kelsey.duncan@outlook.com,+27636594923,North West,Rustenburg,Low (<R100k),Full-time,Home Loan,"Investment, Home Loan","Personal Loan, Savings Plan",426,177,2009-06-17
SA010646,Rachel,Rollins,31,Male,rachel.rollins@outlook.com,+27803596701,KwaZulu-Natal,Richards Bay,Low (<R100k),Part-time,Investment,Investment,Personal Loan,577,207,2006-12-30
SA010647,Bianca,Gonzales,27,Male,bianca.gonzales@yahoo.com,+27609485991,KwaZulu-Natal,Pietermaritzburg,Low (<R100k),Self-employed,Vehicle Finance,"Savings, Vehicle Finance","Investment Portfolio, Credit Card, Overdraft Facility",520,104,2015-06-16
SA010648,Jared,Spence,61,Female,jared.spence@gmail.com,+27801363358,North West,Brits,Low (<R100k),Part-time,Vehicle Finance,Vehicle Finance,Overdraft Facility,605,44,2020-05-20
SA010649,Danielle,Lopez,36,Female,danielle.lopez@outlook.com,+27687563066,Eastern Cape,Queenstown,Lower-Middle (R100k-R350k),Full-time,Savings,Savings,"Credit Card, Personal Loan",485,107,2015-03-18
SA010650,Jacqueline,Henry,55,Female,jacqueline.henry@yahoo.com,+27648850178,Gauteng,Benoni,Middle (R350k-R600k),Full-time,Credit,"Credit, Investment, Savings","Credit Card, Investment Portfolio, Personal Loan, Vehicle Insurance",692,92,2016-06-10
SA010651,William,Carter,59,Male,william.carter@outlook.com,+27873349469,Western Cape,Worcester,Lower-Middle (R100k-R350k),Retired,Vehicle Finance,Vehicle Finance,"Credit Card, Life Insurance",459,237,2004-07-13
SA010652,Travis,Rodriguez,56,Male,travis.rodriguez@outlook.com,+27683171340,Eastern Cape,Queenstown,Middle (R350k-R600k),Full-time,Vehicle Finance,"Home Loan, Vehicle Finance",,709,150,2011-09-05
SA010653,Robert,Weber,64,Male,robert.weber@outlook.com,+27756430103,Gauteng,Johannesburg,Middle (R350k-R600k),Self-employed,Vehicle Finance,"Vehicle Finance, Cheque, Savings","Vehicle Insurance, Personal Loan",777,187,2008-08-21
SA010654,Thomas,Miller,57,Female,thomas.miller@yahoo.com,+27791494247,Gauteng,Johannesburg,Middle (R350k-R600k),Full-time,Savings,"Investment, Savings, Credit",Overdraft Facility,736,35,2021-02-14
SA010655,Chris,Wolfe,46,Female,chris.wolfe@outlook.com,+27854226188,Gauteng,Pretoria,Lower-Middle (R100k-R350k),Unemployed,Savings,Savings,Credit Card,300,53,2019-08-24
SA010656,Martha,Gilbert,54,Male,martha.gilbert@gmail.com,+27788947918,Western Cape,Worcester,Middle (R350k-R600k),Full-time,Investment,"Investment, Home Loan",Vehicle Insurance,573,206,2007-01-29
SA010657,Levi,Mckee,54,Male,levi.mckee@gmail.com,+27754868381,Gauteng,Benoni,Lower-Middle (R100k-R350k),Retired,Home Loan,Home Loan,Savings Plan,401,6,2023-07-04
SA010658,Robert,Jordan,22,Male,robert.jordan@gmail.com,+27879686567,Mpumalanga,Nelspruit,Lower-Middle (R100k-R350k),Unemployed,Credit,"Home Loan, Investment, Credit","Investment Portfolio, Savings Plan",618,15,2022-10-07
SA010659,Jeffrey,Michael,19,Male,jeffrey.michael@gmail.com,+27644426466,Western Cape,George,Low (<R100k),Self-employed,Vehicle Finance,"Vehicle Finance, Investment","Personal Loan, Home Insurance",511,61,2018-12-27
SA010660,James,Richardson,80,Male,james.richardson@gmail.com,+27889032452,Mpumalanga,Ermelo,Middle (R350k-R600k),Part-time,Investment,"Investment, Savings, Home Loan","Investment Portfolio, Credit Card",657,128,2013-06-26
SA010661,David,Richardson,72,Male,david.richardson@gmail.com,+27777365080,Gauteng,Johannesburg,Low (<R100k),Full-time,Savings,"Vehicle Finance, Savings",Credit Card,546,14,2022-11-06
SA010662,Cynthia,Hale,53,Male,cynthia.hale@yahoo.com,+27714248834,Gauteng,Johannesburg,High (>R1.2M),Full-time,Savings,Savings,"Personal Loan, Credit Card",698,60,2019-01-26
SA010663,Rebecca,Nielsen,18,Male,rebecca.nielsen@yahoo.com,+27655741173,Limpopo,Polokwane,Low (<R100k),Full-time,Investment,Investment,"Vehicle Insurance, Personal Loan",393,75,2017-11-02
SA010664,Rebecca,Peterson,34,Male,rebecca.peterson@gmail.com,+27746078780,KwaZulu-Natal,Newcastle,Upper-Middle (R600k-R1.2M),Part-time,Cheque,"Home Loan, Investment, Cheque","Personal Loan, Home Insurance",708,229,2005-03-10
SA010665,James,Munoz,75,Female,james.munoz@gmail.com,+27663300684,Free State,Parys,Lower-Middle (R100k-R350k),Full-time,Investment,"Home Loan, Cheque, Investment","Home Insurance, Personal Loan, Vehicle Insurance",372,142,2012-05-02
SA010666,Ronald,Miller,62,Female,ronald.miller@gmail.com,+27751566334,Eastern Cape,Grahamstown,High (>R1.2M),Full-time,Home Loan,Home Loan,"Overdraft Facility, Personal Loan",628,77,2017-09-03
SA010667,Julie,White,73,Female,julie.white@yahoo.com,+27658232405,KwaZulu-Natal,Durban,Low (<R100k),Retired,Vehicle Finance,"Vehicle Finance, Investment","Savings Plan, Credit Card, Home Insurance, Investment Portfolio",684,139,2012-07-31
SA010668,Ricky,Webster,31,Male,ricky.webster@yahoo.com,+27851958290,Western Cape,Worcester,Lower-Middle (R100k-R350k),Self-employed,Investment,"Home Loan, Credit, Investment","Investment Portfolio, Vehicle Insurance, Life Insurance",540,119,2014-03-23
SA010669,Grant,Taylor,47,Male,grant.taylor@outlook.com,+27682435070,Gauteng,Johannesburg,Lower-Middle (R100k-R350k),Full-time,Credit,"Home Loan, Investment, Vehicle Finance, Credit","Personal Loan, Overdraft Facility",600,10,2023-03-06
SA010670,Amy,Jones,37,Female,amy.jones@gmail.com,+27741148825,North West,Potchefstroom,Lower-Middle (R100k-R350k),Retired,Investment,"Investment, Credit",Savings Plan,353,105,2015-05-17
SA010671,Dana,Adams,79,Male,dana.adams@yahoo.com,+27689303529,KwaZulu-Natal,Newcastle,Middle (R350k-R600k),Part-time,Vehicle Finance,Vehicle Finance,Personal Loan,802,38,2020-11-16
SA010672,Gregory,Wilson,29,Female,gregory.wilson@gmail.com,+27615346217,Eastern Cape,Port Elizabeth,Lower-Middle (R100k-R350k),Full-time,Investment,"Savings, Investment, Vehicle Finance, Home Loan",Vehicle Insurance,314,90,2016-08-09
SA010673,Shannon,Glenn,33,Male,shannon.glenn@outlook.com,+27732197778,Western Cape,George,Upper-Middle (R600k-R1.2M),Full-time,Investment,"Investment, Cheque","Savings Plan, Life Insurance, Home Insurance, Investment Portfolio, Personal Loan",850,84,2017-02-05
SA010674,Matthew,Foster,28,Female,matthew.foster@gmail.com,+27634548039,Gauteng,Pretoria,High (>R1.2M),Part-time,Home Loan,"Home Loan, Vehicle Finance, Investment",Vehicle Insurance,753,97,2016-01-12
SA010675,Benjamin,Wood,79,Male,benjamin.wood@outlook.com,+27808014220,Mpumalanga,Witbank,Middle (R350k-R600k),Full-time,Savings,"Savings, Home Loan","Investment Portfolio, Vehicle Insurance",704,156,2011-03-09
SA010676,William,Torres,71,Female,william.torres@yahoo.com,+27678647410,Mpumalanga,Secunda,Low (<R100k),Full-time,Savings,Savings,Vehicle Insurance,677,114,2014-08-20
SA010677,Catherine,Newman,76,Female,catherine.newman@yahoo.com,+27673101870,Eastern Cape,Queenstown,Low (<R100k),Full-time,Vehicle Finance,"Cheque, Credit, Vehicle Finance",,439,67,2018-06-30
SA010678,Glenn,Garrett,44,Male,glenn.garrett@yahoo.com,+27603797952,Eastern Cape,East London,Upper-Middle (R600k-R1.2M),Unemployed,Investment,Investment,"Personal Loan, Savings Plan, Vehicle Insurance",641,191,2008-04-23
SA010679,Matthew,Singh,22,Male,matthew.singh@yahoo.com,+27713138306,KwaZulu-Natal,Ladysmith,Upper-Middle (R600k-R1.2M),Full-time,Cheque,"Home Loan, Cheque","Personal Loan, Overdraft Facility",729,31,2021-06-14
SA010680,Douglas,Davidson,65,Female,douglas.davidson@outlook.com,+27868309667,Mpumalanga,Middelburg,Middle (R350k-R600k),Self-employed,Credit,Credit,"Vehicle Insurance, Overdraft Facility, Personal Loan, Investment Portfolio",638,188,2008-07-22
SA010681,Michelle,Harris,55,Female,michelle.harris@yahoo.com,+27659534019,Eastern Cape,Grahamstown,Lower-Middle (R100k-R350k),Full-time,Investment,"Investment, Savings","Credit Card, Home Insurance",545,77,2017-09-03
SA010682,David,Richardson,38,Female,david.richardson@gmail.com,+27864534635,Western Cape,Stellenbosch,High (>R1.2M),Full-time,Home Loan,"Investment, Home Loan",Overdraft Facility,724,26,2021-11-11
SA010683,Beth,Compton,46,Male,beth.compton@yahoo.com,+27792780388,North West,Klerksdorp,Upper-Middle (R600k-R1.2M),Self-employed,Vehicle Finance,"Vehicle Finance, Investment, Cheque",,806,53,2019-08-24
SA010684,Miranda,Lang,75,Male,miranda.lang@gmail.com,+27609193420,Mpumalanga,Ermelo,Lower-Middle (R100k-R350k),Full-time,Investment,"Savings, Investment, Cheque",Overdraft Facility,561,147,2011-12-04
SA010685,Anthony,Stewart,36,Male,anthony.stewart@yahoo.com,+27755413356,Free State,Bloemfontein,Lower-Middle (R100k-R350k),Retired,Cheque,Cheque,"Life Insurance, Savings Plan, Personal Loan",606,188,2008-07-22
SA010686,Jonathan,Ramirez,38,Male,jonathan.ramirez@outlook.com,+27762242998,KwaZulu-Natal,Newcastle,Lower-Middle (R100k-R350k),Full-time,Savings,"Investment, Savings","Personal Loan, Savings Plan, Credit Card",677,26,2021-11-11
SA010687,Jennifer,Jenkins,18,Male,jennifer.jenkins@gmail.com,+27814282937,Gauteng,Centurion,Upper-Middle (R600k-R1.2M),Full-time,Cheque,Cheque,Vehicle Insurance,740,209,2006-10-31
SA010688,Wanda,Castaneda,78,Male,wanda.castaneda@outlook.com,+27663988274,Gauteng,Johannesburg,Middle (R350k-R600k),Full-time,Vehicle Finance,Vehicle Finance,"Overdraft Facility, Investment Portfolio",677,158,2011-01-08
SA010689,Christopher,Moore,60,Male,christopher.moore@outlook.com,+27759224559,North West,Potchefstroom,Upper-Middle (R600k-R1.2M),Full-time,Investment,"Credit, Home Loan, Investment","Investment Portfolio, Life Insurance, Credit Card, Home Insurance",687,124,2013-10-24
SA010690,Kaitlyn,Lamb,33,Female,kaitlyn.lamb@outlook.com,+27636831400,Gauteng,Centurion,High (>R1.2M),Full-time,Cheque,"Vehicle Finance, Cheque",Investment Portfolio,801,216,2006-04-04
SA010691,Susan,Alexander,35,Male,susan.alexander@yahoo.com,+27686328751,North West,Mahikeng,Low (<R100k),Full-time,Vehicle Finance,"Credit, Vehicle Finance",Personal Loan,311,67,2018-06-30
SA010692,Jose,Ramirez,37,Female,jose.ramirez@outlook.com,+27662850788,KwaZulu-Natal,Ladysmith,Upper-Middle (R600k-R1.2M),Retired,Home Loan,"Home Loan, Vehicle Finance, Investment",,740,155,2011-04-08
SA010693,Eric,Stafford,42,Male,eric.stafford@outlook.com,+27621825694,Limpopo,Musina,Upper-Middle (R600k-R1.2M),Unemployed,Investment,"Investment, Home Loan",Home Insurance,787,41,2020-08-18
SA010694,Angela,Warner,76,Female,angela.warner@gmail.com,+27601605237,Western Cape,Stellenbosch,Middle (R350k-R600k),Full-time,Savings,"Home Loan, Savings, Credit",Life Insurance,576,11,2023-02-04
SA010695,Elizabeth,Davies,20,Female,elizabeth.davies@gmail.com,+27865529825,Limpopo,Phalaborwa,Lower-Middle (R100k-R350k),Part-time,Savings,"Savings, Vehicle Finance, Credit",Credit Card,699,4,2023-09-02
SA010696,Vicki,Jordan,30,Female,vicki.jordan@gmail.com,+27695597791,Limpopo,Phalaborwa,Lower-Middle (R100k-R350k),Full-time,Investment,"Savings, Investment","Investment Portfolio, Life Insurance, Home Insurance, Overdraft Facility",453,97,2016-01-12
SA010697,Mary,Meza,50,Male,mary.meza@yahoo.com,+27842817044,KwaZulu-Natal,Richards Bay,Middle (R350k-R600k),Full-time,Savings,"Home Loan, Savings","Investment Portfolio, Home Insurance",616,198,2007-09-26
SA010698,Diana,Ford,27,Male,diana.ford@yahoo.com,+27785193784,Gauteng,Pretoria,Lower-Middle (R100k-R350k),Self-employed,Credit,Credit,,692,134,2012-12-28
SA010699,Gregory,Hamilton,49,Female,gregory.hamilton@gmail.com,+27707820513,KwaZulu-Natal,Newcastle,Middle (R350k-R600k),Full-time,Credit,"Investment, Cheque, Credit","Overdraft Facility, Investment Portfolio",663,128,2013-06-26
SA010700,Eric,Best,53,Male,eric.best@yahoo.com,+27641228581,Mpumalanga,Middelburg,Middle (R350k-R600k),Unemployed,Vehicle Finance,Vehicle Finance,Credit Card,606,43,2020-06-19
SA010701,Janet,Marshall,49,Male,janet.marshall@outlook.com,+27878015348,Eastern Cape,Queenstown,Lower-Middle (R100k-R350k),Retired,Investment,Investment,"Savings Plan, Investment Portfolio",492,112,2014-10-19
SA010702,Melanie,Elliott,74,Female,melanie.elliott@outlook.com,+27814430300,KwaZulu-Natal,Pietermaritzburg,Low (<R100k),Retired,Investment,"Vehicle Finance, Investment, Home Loan","Home Insurance, Vehicle Insurance, Investment Portfolio",399,119,2014-03-23
SA010703,Eduardo,Mathews,63,Female,eduardo.mathews@yahoo.com,+27621093993,Gauteng,Centurion,Lower-Middle (R100k-R350k),Full-time,Cheque,Cheque,,366,178,2009-05-18
SA010704,Tonya,Roberts,57,Female,tonya.roberts@outlook.com,+27884792145,Eastern Cape,Port Elizabeth,Lower-Middle (R100k-R350k),Full-time,Savings,Savings,Credit Card,449,71,2018-03-02
SA010705,Veronica,Trujillo,77,Female,veronica.trujillo@gmail.com,+27634631285,KwaZulu-Natal,Pietermaritzburg,Low (<R100k),Part-time,Investment,Investment,Investment Portfolio,592,33,2021-04-15
SA010706,Vincent,Roberts,79,Female,vincent.roberts@gmail.com,+27623457722,Gauteng,Johannesburg,Upper-Middle (R600k-R1.2M),Full-time,Credit,Credit,"Credit Card, Savings Plan, Life Insurance",625,83,2017-03-07
SA010707,Isaac,Jones,38,Female,isaac.jones@yahoo.com,+27727468117,KwaZulu-Natal,Durban,Low (<R100k),Self-employed,Vehicle Finance,"Investment, Vehicle Finance","Investment Portfolio, Savings Plan, Vehicle Insurance, Life Insurance",367,136,2012-10-29
SA010708,Keith,Martin,53,Female,keith.martin@outlook.com,+27888305024,KwaZulu-Natal,Newcastle,Middle (R350k-R600k),Part-time,Savings,"Cheque, Savings","Life Insurance, Investment Portfolio, Credit Card",717,219,2006-01-04
SA010709,Raymond,Anderson,74,Male,raymond.anderson@gmail.com,+27668416881,KwaZulu-Natal,Pietermaritzburg,Upper-Middle (R600k-R1.2M),Full-time,Cheque,Cheque,Investment Portfolio,721,151,2011-08-06
SA010710,Charles,Anderson,50,Male,charles.anderson@outlook.com,+27757682264,Eastern Cape,Port Elizabeth,Lower-Middle (R100k-R350k),Student,Vehicle Finance,Vehicle Finance,"Overdraft Facility, Investment Portfolio, Savings Plan",577,71,2018-03-02
SA010711,Jose,Rodriguez,47,Female,jose.rodriguez@gmail.com,+27711483804,Gauteng,Benoni,Upper-Middle (R600k-R1.2M),Full-time,Vehicle Finance,"Vehicle Finance, Cheque","Personal Loan, Life Insurance, Savings Plan",643,223,2005-09-06
SA010712,Cynthia,Smith,63,Male,cynthia.smith@gmail.com,+27801279750,Western Cape,Worcester,Lower-Middle (R100k-R350k),Retired,Vehicle Finance,Vehicle Finance,"Savings Plan, Investment Portfolio",634,230,2005-02-08
SA010713,Jeffrey,Price,18,Female,jeffrey.price@outlook.com,+27645473408,KwaZulu-Natal,Durban,Low (<R100k),Part-time,Credit,Credit,"Personal Loan, Home Insurance",586,71,2018-03-02
SA010714,Tiffany,Zavala,35,Female,tiffany.zavala@outlook.com,+27628767941,Gauteng,Centurion,Middle (R350k-R600k),Full-time,Savings,Savings,"Personal Loan, Credit Card",545,187,2008-08-21
SA010715,Michael,Miller,28,Male,michael.miller@outlook.com,+27676163730,Gauteng,Soweto,Lower-Middle (R100k-R350k),Full-time,Cheque,"Vehicle Finance, Cheque, Home Loan",Savings Plan,534,14,2022-11-06
SA010716,Jacob,Fry,44,Male,jacob.fry@gmail.com,+27695351239,North West,Klerksdorp,Upper-Middle (R600k-R1.2M),Full-time,Savings,"Investment, Savings","Overdraft Facility, Credit Card",794,91,2016-07-10
SA010717,Kelly,Ruiz,58,Male,kelly.ruiz@outlook.com,+27784534335,Gauteng,Benoni,Lower-Middle (R100k-R350k),Self-employed,Home Loan,"Credit, Investment, Home Loan, Savings","Vehicle Insurance, Investment Portfolio, Overdraft Facility",577,180,2009-03-19
SA010718,Stefanie,Rodriguez,34,Male,stefanie.rodriguez@outlook.com,+27814127701,KwaZulu-Natal,Durban,Upper-Middle (R600k-R1.2M),Part-time,Home Loan,"Credit, Home Loan","Savings Plan, Overdraft Facility, Personal Loan, Home Insurance",792,96,2016-02-11
SA010719,James,Thomas,73,Male,james.thomas@outlook.com,+27882681206,Gauteng,Centurion,Lower-Middle (R100k-R350k),Full-time,Investment,Investment,,558,42,2020-07-19
